Ticker,Origin,Company,Sector,Group,Category,Loss,Income Drop
AN,USA,AutoNation Inc,Services,Auto Dealerships,Specialty Retail,0,2
AMSF,USA,Amerisafe Inc,Financial,Property & Casualty Insurance,Insurance,0,2
AMTG,USA,Apollo Residential Mortgage Inc,Financial,REIT - Diversified,Real Estate,3,3
AMZN,USA,Amazon.com Inc,Services,Catalog & Mail Order Houses,Retail,2,4
AMTD,USA,TD Ameritrade Holding Corp,Financial,Investment Brokerage - National,Financial Services,0,2
AMSC,USA,American Superconductor Corp,Industrial Goods,Industrial Electrical Equipment,Manufacturing,9,4
AMTX,USA,Aemetis Inc,Basic Materials,Specialty Chemicals,Chemicals,8,5
AMS,USA,American Shared Hospital Services,Healthcare,Specialized Health Services,Health Services,2,1
AMSWA,USA,American Software Inc,Technology,Application Software,Computer Software & Services,0,4
AMRS,USA,Amyris Inc,Basic Materials,Specialty Chemicals,Chemicals,9,6
AMRK,USA,A-Mark Precious Metals Inc,Financial,Investment Brokerage - National,Financial Services,1,3
AMRI,USA,Albany Molecular Research Inc,Healthcare,Biotechnology,Drugs,7,3
AMRB,USA,American River Bankshares,Financial,Regional - Pacific Banks,Banking,0,1
AMRC,USA,Ameresco Inc,Services,Technical Services,Diversified Services,1,3
AMPH,USA,Amphastar Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Other,Drugs,3,3
AMNB,USA,American National Bankshares Inc,Financial,Regional - Mid-Atlantic Banks,Banking,0,2
AMOT,USA,Allied Motion Technologies Inc,Industrial Goods,Industrial Electrical Equipment,Manufacturing,0,3
AMPE,USA,Ampio Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,10,5
AMP,USA,Ameriprise Financial Inc,Financial,Asset Management,Financial Services,0,5
AMKR,USA,Amkor Technology Inc,Technology,Semiconductor - Integrated Circuits,Electronics,0,5
AMN,USA,AMN Healthcare Services Inc,Industrial Goods,General Building Materials,Materials & Construction,1,1
AMID,USA,American Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,Energy,10,5
AMG,USA,Affiliated Managers Group Inc,Financial,Asset Management,Financial Services,0,3
AMED,USA,Amedisys Inc,Healthcare,Home Health Care,Health Services,4,4
AMC,USA,AMC Entertainment Holdings Inc,Services,"Movie Production,Theaters",Media,2,3
AME,USA,Ametek Inc,Industrial Goods,Diversified Machinery,Manufacturing,0,1
AMCX,USA,AMC Networks Inc,Services,Entertainment - Diversified,Media,0,5
AMD,USA,Advanced Micro Devices Inc,Technology,Semiconductor - Broad Line,Electronics,7,3
AMBC,USA,Ambac Financial Group Inc,Financial,Surety & Title Insurance,Insurance,5,5
AMBA,USA,Ambarella Inc,Technology,Semiconductor Equipment & Materials,Electronics,2,4
AMAT,USA,Applied Materials Inc,Technology,Semiconductor Equipment & Materials,Electronics,1,3
AM,USA,Antero Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,Energy,1,1
AMAG,USA,AMAG Pharmaceuticals Inc,Healthcare,Diagnostic Substances,Drugs,9,5
ALXN,USA,Alexion Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,0,3
ALXA,USA,Alexza Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,7,3
ALTR,USA,"Altair Engineering,Inc",Technology,Application Software,Computer Software & Services,3,8
ALT,USA,Altimmune Inc,Healthcare,Biotechnology,Drugs,10,4
ALSK,USA,Alaska Communications Systems Group Inc,Technology,Telecom Services - Domestic,Telecommunications,4,4
ALOG,USA,Analogic Corp,Healthcare,Medical Laboratories & Research,Health Services,2,4
ALOT,USA,AstroNova Inc,Technology,Computer Peripherals,Computer Hardware,0,2
ALV,USA,Autoliv Inc,Consumer Goods,Auto Parts,Automotive,0,6
ALSN,USA,Allison Transmission Holdings Inc,Consumer Goods,Auto Parts,Automotive,0,4
ALTV,USA,Alteva Inc,Technology,Telecom Services - Domestic,Telecommunications,4,3
ALRM,USA,Alarm.com Holdings Inc,Technology,Application Software,Computer Software & Services,0,3
ALNY,USA,Alnylam Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,12,8
ALLY,USA,Ally Financial Inc,Financial,Mortgage Investment,Real Estate,1,5
ALLE,Ireland,Allegion PLC,Services,Security & Protection Services,Diversified Services,0,1
ALLB,USA,Alliance Bancorp Inc of Pennsylvania,Financial,Savings & Loans,Banking,0,0
ALL,USA,Allstate Corp,Financial,Property & Casualty Insurance,Insurance,1,6
ALJJ,USA,ALJ Regional Holdings Inc,Services,Business Services,Diversified Services,3,3
ALK,USA,Alaska Air Group Inc,Services,Regional Airlines,Transportation,0,3
ALG,USA,Alamo Group Inc,Industrial Goods,Farm & Construction Machinery,Manufacturing,0,3
ALIM,USA,Alimera Sciences Inc,Healthcare,Drug Manufacturers - Major,Drugs,10,4
ALGT,USA,Allegiant Travel Co,Services,Regional Airlines,Transportation,0,3
ALJ,USA,Alon USA Energy Inc,Basic Materials,Oil & Gas Refining & Marketing,Energy,2,2
ALGN,USA,Align Technology Inc,Healthcare,Medical Appliances & Equipment,Health Services,1,3
ALE,USA,ALLETE Inc,Utilities,Diversified Utilities,Utilities,0,1
ALDR,USA,Alder Biopharmaceuticals Inc,Healthcare,Biotechnology,Drugs,6,5
ALB,USA,Albemarle Corp,Basic Materials,Specialty Chemicals,Chemicals,0,4
ALDW,USA,Alon USA Partners LP,Basic Materials,Oil & Gas Refining & Marketing,Energy,1,3
ALBO,USA,Albireo Pharma Inc,Healthcare,Biotechnology,Drugs,11,7
AKS,USA,AK Steel Holding Corp,Basic Materials,Steel & Iron,Metals & Mining,6,7
AKRX,USA,Akorn Inc,Healthcare,Drugs - Generic,Drugs,4,4
AL,USA,Air Lease Corp,Services,Rental & Leasing Services,Diversified Services,0,2
AKER,USA,Akers Biosciences Inc,Healthcare,Medical Instruments & Supplies,Health Services,7,4
AKAM,USA,Akamai Technologies Inc,Technology,Internet Information Providers,Internet,0,3
AKBA,USA,Akebia Therapeutics Inc,Healthcare,Biotechnology,Drugs,8,5
AJRD,USA,Aerojet Rocketdyne Holdings Inc,Industrial Goods,Aerospace/Defense - Major Diversified,Aerospace/Defense,4,4
AJX,USA,Great Ajax Corp,Financial,REIT - Diversified,Real Estate,0,1
AJG,USA,Arthur J Gallagher & Co,Financial,Insurance Brokers,Insurance,0,1
AIZ,USA,Assurant Inc,Financial,Accident & Health Insurance,Insurance,0,5
AIRT,USA,Air T Inc,Services,Air Delivery & Freight Services,Transportation,1,2
AIRI,USA,Air Industries Group,Industrial Goods,Aerospace/Defense Products & Services,Aerospace/Defense,5,4
AIRG,USA,Airgain Inc,Technology,Communication Equipment,Telecommunications,3,3
AIR,USA,AAR Corp,Industrial Goods,Aerospace/Defense Products & Services,Aerospace/Defense,0,5
AIN,USA,Albany International Corp,Industrial Goods,Textile Industrial,Manufacturing,0,6
AIMC,USA,Altra Industrial Motion Corp,Industrial Goods,Industrial Electrical Equipment,Manufacturing,1,5
AIQ,USA,Alliance HealthCare Services Inc,Healthcare,Medical Laboratories & Research,Health Services,4,3
AINC,USA,Ashford Inc,Financial,Asset Management,Financial Services,5,2
AIG,USA,American International Group Inc,Financial,Property & Casualty Insurance,Insurance,3,5
AIHS,USA,Senmiao Technology Ltd,N/D,-,-,1,0
AIII,USA,ACRE Realty Investors Inc,Financial,REIT - Retail,Real Estate,8,3
AHL,Bermuda,Aspen Insurance Holdings Ltd,Financial,Property & Casualty Insurance,Insurance,4,5
AHPI,USA,Allied Healthcare Products Inc,Healthcare,Medical Appliances & Equipment,Health Services,9,3
AHGP,USA,Alliance Holdings GP LP,Basic Materials,Nonmetallic Mineral Mining,Metals & Mining,0,3
AGYS,USA,Agilysys Inc,Technology,Application Software,Computer Software & Services,9,3
AHC,USA,A. H. Belo Corp,Services,Publishing - Newspapers,Media,4,4
AGX,USA,Argan Inc,Industrial Goods,Heavy Construction,Materials & Construction,1,3
AGS,USA,Playags Inc,N/D,-,-,2,1
AGR,USA,Avangrid Inc,Utilities,Gas Utilities,Utilities,0,1
AGO,Bermuda,Assured Guaranty Ltd,Financial,Surety & Title Insurance,Insurance,0,6
AGIO,USA,Agios Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,9,7
AGLE,USA,Aeglea Bio Therapeutics Inc,Healthcare,Biotechnology,Drugs,6,5
AGM,USA,Federal Agricultural Mortgage Corp,Financial,CreditAGFS,USA,AgroFresh Solutions Inc,Conglomerates
AGEN,USA,Agenus Inc,Healthcare,Biotechnology,Drugs,10,6
AGCO,USA,AGCO Corp,Industrial Goods,Farm & Construction Machinery,Manufacturing,0,5
AFSI,USA,AmTrust Financial Services Inc,Financial,Property & Casualty Insurance,Insurance,1,3
AFL,USA,Aflac Inc,Financial,Accident & Health Insurance,Insurance,0,5
AFI,USA,Armstrong Flooring Inc,Industrial Goods,General Building Materials,Materials & Construction,3,3
AFG,USA,American Financial Group Inc,Financial,Property & Casualty Insurance,Insurance,0,4
AFH,Cayman Islands,Atlas Financial Holdings Inc,Financial,Property & Casualty Insurance,Insurance,3,3
AFFX,USA,Affymetrix Inc,Healthcare,Medical Laboratories & Research,Health Services,5,2
AFCO,USA,American Farmland Co,Financial,REIT - Diversified,Real Estate,2,2
AES,USA,AES Corp,Utilities,Electric Utilities,Utilities,3,5
AEY,USA,ADDvantage Technologies Group Inc,Services,Electronics Wholesale,Wholesale,4,5
AEMD,USA,Aethlon Medical Inc,Healthcare,Medical Appliances & Equipment,Health Services,9,4
AEO,USA,American Eagle Outfitters Inc,Services,Apparel Stores,Retail,0,5
AEPI,USA,AEP Industries Inc,Consumer Goods,Packaging & Containers,Consumer NonDurables,1,3
AEP,USA,American Electric Power Company Inc,Utilities,Electric Utilities,Utilities,0,5
AEHR,USA,AEHR Test Systems,Technology,Semiconductor Equipment & Materials,Electronics,7,4
AEL,USA,American Equity Investment Life Holding Co,Financial,Life Insurance,Insurance,0,4
AEGR,USA,Aegerion Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,7,5
AEIS,USA,Advanced Energy Industries Inc,Technology,Diversified Electronics,Electronics,1,3
AE,USA,Adams Resources & Energy Inc,Basic Materials,Oil & Gas Refining & Marketing,Energy,3,5
AEGN,USA,Aegion Corp,Industrial Goods,Heavy Construction,Materials & Construction,5,5
ADXS,USA,Advaxis Inc,Healthcare,Biotechnology,Drugs,10,7
ADUS,USA,Addus Homecare Corp,Healthcare,Home Health Care,Health Services,1,2
ADTN,USA,ADTRAN Inc,Technology,Communication Equipment,Telecommunications,2,6
ADSK,USA,Autodesk Inc,Technology,Technical & System Software,Computer Software & Services,4,6
ADT,USA,ADT Inc,Services,Security & Protection Services,Diversified Services,4,7
ADS,USA,Alliance Data Systems Corp,Services,Business Services,Diversified Services,0,3
ADRO,USA,Aduro Biotech Inc,Healthcare,Biotechnology,Drugs,7,3
ADP,USA,Automatic Data Processing Inc,Technology,Business Software & Services,Computer Software & Services,0,2
ADMS,USA,Adamas Pharmaceuticals Inc,Healthcare,Drugs - Generic,Drugs,6,5
ADMA,USA,ADMA Biologics Inc,Healthcare,Biotechnology,Drugs,10,8
ADMP,USA,Adamis Pharmaceuticals Corp,Healthcare,Drug Delivery,Drugs,10,7
ADM,USA,Archer Daniels Midland Co,Consumer Goods,Farm Products,Food & Beverage,0,5
ADI,USA,Analog Devices Inc,Technology,Semiconductor - Integrated Circuits,Electronics,0,5
ADES,USA,Advanced Emissions Solutions Inc,Industrial Goods,Pollution & Treatment Controls,Manufacturing,2,3
ADEP,USA,Adept Technology Inc,Technology,Semiconductor Equipment & Materials,Electronics,5,2
ACW,USA,Accuride Corp,Consumer Goods,Auto Parts,Automotive,6,4
ADGE,USA,American DG Energy Inc,Industrial Goods,Diversified Machinery,Manufacturing,9,4
ADAP,United Kingdom,Adaptimmune Therapeutics PLC,Healthcare,Biotechnology,Drugs,5,3
ADBE,USA,Adobe Systems Inc,Technology,Application Software,Computer Software & Services,0,2
ACRS,USA,Aclaris Therapeutics Inc,Healthcare,Biotechnology,Drugs,6,5
ACY,USA,AeroCentury Corp,Services,Rental & Leasing Services,Diversified Services,4,5
ACU,USA,Acme United Corp,Consumer Goods,Housewares & Accessories,Consumer Durables,0,1
ACUR,USA,Acura Pharmaceuticals Inc,Healthcare,Drug Delivery,Drugs,9,4
ACTG,USA,Acacia Research Corp,Services,Business Services,Diversified Services,6,5
ACRX,USA,AcelRx Pharmaceuticals Inc,Healthcare,Medical Appliances & Equipment,Health Services,10,6
ACRE,USA,Ares Commercial Real Estate Corp,Financial,REIT - Diversified,Real Estate,1,2
ACNB,USA,ACNB Corp,Financial,Regional - Southwest  Banks,Banking,0,2
ACOR,USA,Acorda Therapeutics Inc,Healthcare,Biotechnology,Drugs,5,5
ACN,Ireland,Accenture PLC,Technology,Information Technology Services,Computer Software & Services,0,2
ACIW,USA,ACI Worldwide Inc,Technology,Technical & System Software,Computer Software & Services,0,2
ACM,USA,AECOM,Services,Technical Services,Diversified Services,4,6
ACLS,USA,Axcelis Technologies Inc,Technology,Semiconductor Equipment & Materials,Electronics,4,4
ACIA,USA,Acacia Communications Inc,Technology,Communication Equipment,Telecommunications,0,2
ACCO,USA,ACCO Brands Corp,Consumer Goods,Office Supplies,Consumer NonDurables,0,3
ACHC,USA,Acadia Healthcare Company Inc,Healthcare,Specialized Health Services,Health Services,1,3
ACHV,USA,Achieve Life Sciences Inc,Healthcare,Biotechnology,Drugs,10,5
ACGL,Bermuda,Arch Capital Group Ltd,Financial,Property & Casualty Insurance,Insurance,0,3
ACER,USA,Acer Therapeutics Inc,Healthcare,Biotechnology,Drugs,10,6
ACHN,USA,Achillion Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,10,7
ACFC,USA,Atlantic Coast Financial Corp,Financial,Regional - Southeast Banks,Banking,4,4
ACBI,USA,Atlantic Capital Bancshares Inc,Financial,Regional - Mid-Atlantic Banks,Banking,2,2
ACAD,USA,ACADIA Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,10,6
ACAT,USA,Arctic Cat Inc,Consumer Goods,Recreational Vehicles,Automotive,2,3
AC,USA,Associated Capital Group Inc,Financial,Investment Brokerage - National,Financial Services,3,2
ABUS,Canada,Arbutus Biopharma Corp,Healthcare,Biotechnology,Drugs,7,4
ABT,USA,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,Health Services,0,6
ABTX,USA,Allegiance Bancshares Inc,Financial,Regional - Mid-Atlantic Banks,Banking,0,2
ABG,USA,Asbury Automotive Group Inc,Services,Auto Dealerships,Specialty Retail,0,2
ABMD,USA,Abiomed Inc,Healthcare,Medical Appliances & Equipment,Health Services,1,3
ABM,USA,ABM Industries Inc,Services,Business Services,Diversified Services,0,3
ABC,USA,AmerisourceBergen Corp,Services,Drugs Wholesale,Wholesale,1,5
ABEO,USA,Abeona Therapeutics Inc,Healthcare,Biotechnology,Drugs,10,7
ABBV,USA,AbbVie Inc,Healthcare,Drug Manufacturers - Major,Drugs,0,3
ABCB,USA,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,Banking,1,1
AB,USA,AllianceBernstein Holding LP,Financial,Asset Management,Financial Services,0,3
AAON,USA,AAON Inc,Industrial Goods,General Building Materials,Materials & Construction,0,1
AAWW,USA,Atlas Air Worldwide Holdings Inc,Services,"Air Services,Other",Transportation,2,3
AAN,USA,Aarons Inc,Services,Rental & Leasing Services,Diversified Services,1,6
AAPL,USA,Apple Inc,Consumer Goods,Electronic Equipment,Consumer Durables,0,3
AAXN,USA,Axon Enterprise Inc,Industrial Goods,Aerospace/Defense Products & Services,Aerospace/Defense,2,4
AAME,USA,Atlantic American Corp,Financial,Life Insurance,Insurance,2,4
A,USA,Agilent Technologies Inc,Healthcare,Medical Laboratories & Research,Health Services,1,
CFR,USA,Cullen/Frost Bankers Inc,Financial,Regional - Southwest  Banks,Banking,0,2
CFR,USA,Cullen/Frost Bankers Inc,Financial,Regional - Southwest  Banks,Banking,0,
AMSF,USA,Amerisafe Inc,Financial,Property & Casualty Insurance,Insurance,0,
WNEB,USA,Western New England Bancorp Inc,Financial,Savings & Loans,Banking,1,2
WNEB,USA,Western New England Bancorp Inc,Financial,Savings & Loans,Banking,1,
WAT,USA,Waters Corp,Healthcare,Medical Laboratories & Research,Health Services,1,4
WAT,USA,Waters Corp,Healthcare,Medical Laboratories & Research,Health Services,1,
VFC,USA,VF Corp,Consumer Goods,Textile - Apparel Clothing,Consumer NonDurables,1,4
VFC,USA,VF Corp,Consumer Goods,Textile - Apparel Clothing,Consumer NonDurables,1,
UIHC,USA,United Insurance Holdings Corp,Financial,Property & Casualty Insurance,Insurance,1,3
UIHC,USA,United Insurance Holdings Corp,Financial,Property & Casualty Insurance,Insurance,1,
TIPT,USA,Tiptree Inc,Financial,Life Insurance,Insurance,1,4
TIPT,USA,Tiptree Inc,Financial,Life Insurance,Insurance,1,
TCX,USA,Tucows Inc,Technology,Internet Information Providers,Internet,1,3
TCX,USA,Tucows Inc,Technology,Internet Information Providers,Internet,1,
QTNA,USA,Quantenna Communications Inc,Technology,Communication Equipment,Telecommunications,1,1
QTNA,USA,Quantenna Communications Inc,Technology,Communication Equipment,Telecommunications,1,
PBBI,USA,PB Bancorp Inc,Financial,Savings & Loans,Banking,1,0
PBBI,USA,PB Bancorp Inc,Financial,Savings & Loans,Banking,1,
PATK,USA,Patrick Industries Inc,Industrial Goods,"Lumber,Wood Production",Materials & Construction,1,2
PATK,USA,Patrick Industries Inc,Industrial Goods,"Lumber,Wood Production",Materials & Construction,1,
OTTW,USA,Ottawa Savings Bancorp Inc,Financial,Regional - Midwest Banks,Banking,1,3
OTTW,USA,Ottawa Savings Bancorp Inc,Financial,Regional - Midwest Banks,Banking,1,
NEWT,USA,Newtek Business Services Corp,Services,Business Services,Financial Services,1,1
NEWT,USA,Newtek Business Services Corp,Services,Business Services,Financial Services,1,
NBN,USA,Northeast Bancorp,Financial,Regional - Northeast Banks,Banking,1,0
NBN,USA,Northeast Bancorp,Financial,Regional - Northeast Banks,Banking,1,
LARK,USA,Landmark Bancorp Inc,Financial,Regional - Southwest  Banks,Banking,1,1
LARK,USA,Landmark Bancorp Inc,Financial,Regional - Southwest  Banks,Banking,1,
HVT,USA,Haverty Furniture Companies Inc,Services,Home Furnishing Stores,Retail,1,4
HVT,USA,Haverty Furniture Companies Inc,Services,Home Furnishing Stores,Retail,1,
FUNC,USA,First United Corp,Financial,Regional - Mid-Atlantic Banks,Banking,1,3
FUNC,USA,First United Corp,Financial,Regional - Mid-Atlantic Banks,Banking,1,
frme,USA,First Merchants Corp,Financial,Regional - Midwest Banks,Banking,1,1
FBNC,USA,First Bancorp,Financial,Regional - Mid-Atlantic Banks,Banking,1,1
FBNC,USA,First Bancorp,Financial,Regional - Mid-Atlantic Banks,Banking,1,
EXP,USA,Eagle Materials Inc,Industrial Goods,Cement,Materials & Construction,1,4
EXP,USA,Eagle Materials Inc,Industrial Goods,Cement,Materials & Construction,1,
CULP,USA,Culp Inc,N/D,-,-,1,1
CULP,USA,Culp Inc,N/D,-,-,1,
ABTX,USA,Allegiance Bancshares Inc,Financial,Regional - Mid-Atlantic Banks,Banking,1,
CRL,USA,Charles River Laboratories International Inc,Healthcare,Medical Laboratories & Research,Health Services,1,2
CRL,USA,Charles River Laboratories International Inc,Healthcare,Medical Laboratories & Research,Health Services,1,
bby,USA,Best Buy Co Inc,Services,Electronics Stores,Retail,1,5
TRUE,USA,TrueCar Inc,Technology,Internet Service Providers,Internet,7,3
PGI,USA,Premiere Global Services Inc,Services,Business Services,Diversified Services,1,3
PCP,USA,Precision Castparts Corp,N/D,-,-,0,3
OMG,USA,OM Group Inc,Industrial Goods,Diversified Machinery,Manufacturing,5,5
JNS,USA,Janus Capital Group Inc,Financial,Asset Management,Financial Services,0,4
MFO,USA,MFA Financial Inc,Financial,REIT - Diversified,Real Estate,0,3
IRC,USA,Inland Real Estate Corp,Financial,REIT - Diversified,Real Estate,2,3
ACTA,USA,Actua Corp,Technology,Application Software,Computer Software & Services,2,3
ZYXI,USA,Zynex Inc,Healthcare,Medical Appliances & Equipment,Health Services,4,1
ZYME,Canada,Zymeworks Inc,N/D,-,-,1,1
ZYNE,USA,Zynerba Pharmaceuticals Inc,Healthcare,Drugs - Generic,Drugs,6,4
ZUO,USA,Zuora Inc,Technology,Application Software,Computer Software & Services,4,3
ZUMZ,USA,Zumiez Inc,Services,"Specialty Retail,Other",Specialty Retail,0,3
ZTS,USA,Zoetis Inc,Healthcare,Drugs - Generic,Drugs,0,1
ZSAN,USA,Zosano Pharma Corp,Healthcare,Biotechnology,Drugs,6,4
ZS,USA,Zscaler Inc,Technology,Application Software,Computer Software & Services,4,2
ZNGA,USA,Zynga Inc,Technology,Multimedia & Graphics Software,Computer Software & Services,6,2
ZM,USA,Zoom Video Communications Inc,Technology,Internet Service Providers,Internet,1,0
ZLTQ,USA,ZELTIQ Aesthetics Inc,Healthcare,Medical Appliances & Equipment,Health Services,5,3
ZION,USA,Zions Bancorporation,Financial,Regional - Pacific Banks,Banking,1,3
ZIOP,USA,ZIOPHARM Oncology Inc,Healthcare,Biotechnology,Drugs,11,6
ZIXI,USA,Zix Corp,Technology,Application Software,Computer Software & Services,2,4
ZG,USA,Zillow Group Inc,Technology,Internet Information Providers,Internet,6,4
ZGNX,USA,Zogenix Inc,Healthcare,Drug Manufacturers - Major,Drugs,8,5
ZEUS,USA,Olympic Steel Inc,Basic Materials,Steel & Iron,Metals & Mining,3,5
ZDGE,USA,Zedge Inc,Technology,Multimedia & Graphics Software,Computer Software & Services,4,2
ZEN,USA,Zendesk Inc,Technology,Application Software,Computer Software & Services,7,5
ZBRA,USA,Zebra Technologies Corp,Industrial Goods,Diversified Machinery,Manufacturing,2,4
ZBH,USA,Zimmer Biomet Holdings Inc,Healthcare,Medical Appliances & Equipment,Health Services,1,4
ZAGG,USA,ZAGG Inc,Services,"Specialty Retail,Other",Specialty Retail,1,4
ZAIS,USA,ZAIS Group Holdings Inc,Financial,Asset Management,Financial Services,3,1
Z,USA,Zillow Group Inc,Technology,Internet Information Providers,Internet,6,4
YUMC,USA,Yum China Holdings Inc,Services,Restaurants,Leisure,0,1
YUM,USA,Yum! Brands Inc,Services,Restaurants,Leisure,0,4
YRCW,USA,YRC Worldwide Inc,Services,Trucking,Transportation,7,3
YORW,USA,York Water Co,Utilities,Water Utilities,Utilities,0,2
YEXT,USA,Yext Inc,Technology,Application Software,Computer Software & Services,4,3
YELP,USA,Yelp Inc,Technology,Internet Information Providers,Internet,5,4
YECO,Cayman Islands,Yulong Eco-Materials Ltd,Industrial Goods,General Building Materials,Materials & Construction,2,2
YDLE,USA,Yodlee Inc,Technology,Application Software,Computer Software & Services,2,2
YCB,USA,Your Community Bankshares Inc,Financial,Regional - Mid-Atlantic Banks,Banking,0,0
Y,USA,Alleghany Corp,Financial,Property & Casualty Insurance,Insurance,0,6
XYL,USA,Xylem Inc,Industrial Goods,Diversified Machinery,Manufacturing,0,3
XXIA,USA,Ixia,Technology,Internet Software & Services,Internet,2,3
XXII,USA,22nd Century Group Inc,Healthcare,Biotechnology,Drugs,10,4
XTNT,USA,Xtant Medical Holdings Inc,Healthcare,Medical Appliances & Equipment,Health Services,10,5
XRX,USA,Xerox Corp,Technology,Information Technology Services,Computer Software & Services,1,5
XRAY,USA,DENTSPLY International Inc,Healthcare,Medical Instruments & Supplies,Health Services,2,4
XPO,USA,XPO Logistics Inc,Services,Air Delivery & Freight Services,Transportation,4,4
XPLR,USA,Xplore Technologies Corp,Technology,Diversified Computer Systems,Computer Hardware,7,3
XONE,USA,ExOne Co,Industrial Goods,Diversified Machinery,Manufacturing,8,3
XOMA,USA,XOMA Corp,Healthcare,Biotechnology,Drugs,9,5
XOM,USA,Exxon Mobil Corp,Basic Materials,Major Integrated Oil & Gas,Energy,0,4
XOG,USA,Extraction Oil & Gas Inc,Basic Materials,Independent Oil & Gas,Energy,3,2
XNPT,USA,Xenoport Inc,Healthcare,Biotechnology,Drugs,8,3
XNCR,USA,Xencor Inc,Healthcare,Biotechnology,Drugs,5,3
XLRN,USA,Acceleron Pharma Inc,Healthcare,Biotechnology,Drugs,8,6
XLNX,USA,Xilinx Inc,Technology,Semiconductor - Integrated Circuits,Electronics,0,5
XENT,USA,Intersect ENT Inc,Healthcare,Medical Appliances & Equipment,Health Services,7,4
XENE,Canada,Xenon Pharmaceuticals Inc,Healthcare,Biotechnology,Drugs,5,5
XELB,USA,Xcel Brands Inc,Consumer Goods,Textile - Apparel Clothing,Consumer NonDurables,5,5
XELA,USA,Exela Technologies Inc,Conglomerates,Conglomerates,Conglomerates,4,3
XEC,USA,Cimarex Energy Co,Basic Materials,Independent Oil & Gas,Energy,4,5
XEL,USA,Xcel Energy Inc,Utilities,Electric Utilities,Utilities,0,1
XCRA,USA,Xcerra Corp,Technology,Semiconductor Equipment & Materials,Electronics,2,2
XBIO,USA,Xenetic Biosciences Inc,Services,Rental & Leasing Services,Diversified Services,8,5
X,USA,United States Steel Corp,Basic Materials,Steel & Iron,Metals & Mining,9,6
WYNN,USA,Wynn Resorts Ltd,Services,Resorts & Casinos,Leisure,0,5
WYY,USA,WidePoint Corp,Technology,Information Technology Services,Computer Software & Services,7,3
WYND,USA,Wyndham Destinations,Consumer Goods,-,-,0,3
WWW,USA,Wolverine World Wide Inc,Consumer Goods,Textile - Apparel Footwear & Accessories,Consumer NonDurables,1,6
WWR,USA,Westwater Resources Inc,Basic Materials,Industrial Metals & Minerals,Metals & Mining,10,7
WWE,USA,World Wrestling Entertainment Inc,Services,Entertainment - Diversified,Media,1,5
WWD,USA,Woodward Inc,Industrial Goods,Aerospace/Defense Products & Services,Aerospace/Defense,0,1
WVVI,USA,Willamette Valley Vineyards Inc,Consumer Goods,Beverages - Wineries & Distillers,Food & Beverage,0,0
WVFC,USA,W V S Financial Corp,Financial,Savings & Loans,Banking,0,0
WVE,Singapore,WAVE Life Sciences Ltd,Healthcare,Biotechnology,Drugs,6,5
WTTR,USA,Select Energy Services Inc,Basic Materials,Oil & Gas Equipment & Services,Energy,2,1
WU,USA,Western Union Co,Financial,Credit Services,Financial Services,1,5
WTM,Bermuda,White Mountains Insurance Group Ltd,Financial,Property & Casualty Insurance,Insurance,1,5
WTS,USA,Watts Water Technologies Inc,Industrial Goods,Industrial Equipment & Components,Manufacturing,1,4
WTI,USA,W&T Offshore Inc,Basic Materials,Oil & Gas Drilling & Exploration,Energy,3,5
WTFC,USA,Wintrust Financial Corp,Financial,Regional - Midwest Banks,Banking,0,0
WTBA,USA,West Bancorporation Inc,Financial,Regional - Southwest  Banks,Banking,0,1
WSTG,USA,Wayside Technology Group Inc,Services,Computers Wholesale,Wholesale,0,2
WSTL,USA,Westell Technologies Inc,Technology,Communication Equipment,Telecommunications,7,5
WSTC,USA,West Corp,Technology,Diversified Communication Services,Telecommunications,0,2
WST,USA,West Pharmaceutical Services Inc,Healthcare,Medical Instruments & Supplies,Health Services,0,2
WSO,USA,Watsco Inc,Services,Electronics Wholesale,Wholesale,0,0
WSM,USA,Williams-Sonoma Inc,Services,Home Furnishing Stores,Retail,0,2
WSFS,USA,WSFS Financial Corp,Financial,Regional - Mid-Atlantic Banks,Banking,0,1
WSCI,USA,WSI Industries Inc,Industrial Goods,Diversified Machinery,Manufacturing,1,2
WSBF,USA,Waterstone Financial Inc,Financial,Savings & Loans,Banking,0,0
WSBC,USA,WesBanco Inc,Financial,Regional - Mid-Atlantic Banks,Banking,0,0
WRLD,USA,World Acceptance Corp,Financial,Credit Services,Financial Services,0,4
WRK,USA,WestRock Co,Consumer Goods,Packaging & Containers,Consumer NonDurables,1,2
WRB,USA,W. R. Berkley Corp,Financial,Property & Casualty Insurance,Insurance,0,5
WPZ,USA,Williams Partners LP,Basic Materials,Oil & Gas Pipelines,Energy,1,3
